Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,FRELIMO,MDM,RENAMO,JPC,CAD,E-POVO,UE,PPPM,PVM,PASOMO,SCM,PDM,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,COOP,ESCOLA PRIMÁRIA DA COOP,1101801 .,800,372,25,156,24,0,0,0,1,3,0,0,1,582,12,22,616,184
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,COOP,ESCOLA PRIMÁRIA DA COOP,1101802 .,800,352,38,166,33,1,0,0,0,1,1,2,0,594,6,13,613,187
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,COOP,ESCOLA PRIMÁRIA DA COOP,1101803 .,800,366,42,173,44,0,0,0,0,1,0,0,0,626,9,15,650,150
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,COOP,ESCOLA PRIMÁRIA DA COOP,1101804 .,434,185,21,81,26,0,0,0,0,0,0,1,0,314,2,3,319,115
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " A",ESCOLA PRIMÁRIA FILIPE SAMUEL MAGAIA,1101501 .,800,379,37,212,4,0,0,0,0,0,0,0,1,633,3,5,641,159
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " A",ESCOLA PRIMÁRIA FILIPE SAMUEL MAGAIA,1101502 .,800,329,40,223,18,0,0,0,0,0,0,0,0,610,0,7,617,183
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " A",ESCOLA PRIMÁRIA FILIPE SAMUEL MAGAIA,1101503 .,800,328,34,207,20,0,0,0,0,1,0,1,0,591,2,13,606,194
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " A",ESCOLA PRIMÁRIA FILIPE SAMUEL MAGAIA,1101504 .,800,345,33,210,22,0,0,1,0,1,1,1,0,614,5,14,633,167
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " A",ESCOLA PRIMÁRIA FILIPE SAMUEL MAGAIA,1101505 .,800,331,33,193,13,0,0,0,1,1,0,0,1,573,7,6,586,214
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " A",ESCOLA PRIMÁRIA FILIPE SAMUEL MAGAIA,1101506 .,534,211,37,120,13,0,0,0,1,2,0,2,1,387,3,6,396,138
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " A",ESCOLA PRIMÁRIA FILIPE SAMUEL MAGAIA,1119401 .,429,166,29,114,6,0,1,0,0,1,0,1,0,318,2,2,322,107
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " B",ESCOLA PRIMÁRIA 25 DE SETEMBRO,1101601 .,800,328,18,222,3,1,1,1,0,0,0,0,0,574,4,11,589,211
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " B",ESCOLA PRIMÁRIA 25 DE SETEMBRO,1101602 .,800,301,34,203,4,0,1,0,0,1,0,0,1,545,4,24,573,227
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " B",ESCOLA PRIMÁRIA 25 DE SETEMBRO,1101603 .,800,281,27,217,12,0,0,0,1,1,1,0,0,540,1,12,553,247
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " B",ESCOLA PRIMÁRIA 25 DE SETEMBRO,1101604 .,800,287,33,192,6,0,0,0,0,0,1,1,0,520,9,11,540,260
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " B",ESCOLA PRIMÁRIA 25 DE SETEMBRO,1120601 .,772,222,32,190,15,1,0,1,0,0,0,1,2,464,3,10,477,295
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " B",ESCOLA PRIMÁRIA DE MALHANGALENE,1101701 .,800,389,24,201,4,0,0,0,0,0,2,0,0,620,6,11,637,163
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " B",ESCOLA PRIMÁRIA DE MALHANGALENE,1101702 .,800,327,41,197,12,0,2,0,0,2,1,0,0,582,5,4,591,209
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,MALHANGALENE " B",ESCOLA PRIMÁRIA DE MALHANGALENE,1101703 .,800,332,32,214,11,0,0,0,0,0,0,3,0,592,5,8,605,195
